,slug,bucketMonthly,sum
1917,premiafinance,2022-10-01,1667.0
1918,premiafinance,2022-11-01,1906.0
1919,premiafinance,2022-12-01,1886.0
1920,premiafinance,2023-01-01,1916.0
1921,premiafinance,2023-02-01,1660.0
1922,premiafinance,2023-03-01,1793.0
1923,premiafinance,2023-04-01,1632.0
1924,premiafinance,2023-05-01,1567.0
1925,premiafinance,2023-06-01,1638.0
1926,premiafinance,2023-07-01,1642.0
1927,premiafinance,2023-08-01,1778.0
1928,premiafinance,2023-09-01,1500.0
1929,premiafinance,2023-10-01,827.0
1930,premiafinance,2023-11-01,152.0
1931,project-squallet-refractor-labs,2023-10-01,9.0
1932,punk-domains,2022-02-01,4.0
1933,punk-domains,2022-03-01,35.0
1934,punk-domains,2022-04-01,294.0
1935,punk-domains,2022-05-01,61.0
1936,punk-domains,2022-06-01,5.0
1937,punk-domains,2022-09-01,1.0
1938,punk-domains,2022-12-01,25.0
1939,punk-domains,2023-01-01,19.0
1940,punk-domains,2023-02-01,51.0
1941,punk-domains,2023-03-01,53.0
1942,punk-domains,2023-04-01,11.0
1943,punk-domains,2023-05-01,15.0
1944,punk-domains,2023-06-01,9.0
1945,punk-domains,2023-07-01,125.0
1946,punk-domains,2023-08-01,8.0
1947,punk-domains,2023-09-01,8.0
1948,punk-domains,2023-10-01,5.0
1949,pyth-network,2022-09-01,27.0
1950,pyth-network,2022-11-01,1.0
1951,pyth-network,2022-12-01,4.0
1952,pyth-network,2023-02-01,6.0
1953,pyth-network,2023-03-01,3.0
1954,pyth-network,2023-05-01,347.0
1955,pyth-network,2023-06-01,61.0
1956,pyth-network,2023-07-01,20.0
1957,pyth-network,2023-08-01,7.0
1958,pyth-network,2023-09-01,8.0
1959,pyth-network,2023-10-01,1.0
1960,qidao-mai-finance,2022-04-01,388.0
1961,qidao-mai-finance,2022-05-01,1172.0
1962,qidao-mai-finance,2022-06-01,1699.0
1963,qidao-mai-finance,2022-07-01,1611.0
1964,qidao-mai-finance,2022-08-01,4400.0
1965,qidao-mai-finance,2022-09-01,21891.0
1966,qidao-mai-finance,2022-10-01,62043.0
1967,qidao-mai-finance,2022-11-01,67131.0
1968,qidao-mai-finance,2022-12-01,81000.0
1969,qidao-mai-finance,2023-01-01,59282.0
1970,qidao-mai-finance,2023-02-01,4857.0
1971,qidao-mai-finance,2023-03-01,5254.0
1972,qidao-mai-finance,2023-04-01,4037.0
1973,qidao-mai-finance,2023-05-01,2576.0
1974,qidao-mai-finance,2023-06-01,3499.0
1975,qidao-mai-finance,2023-07-01,13124.0
1976,qidao-mai-finance,2023-08-01,3699.0
1977,qidao-mai-finance,2023-09-01,3652.0
1978,qidao-mai-finance,2023-10-01,2781.0
1979,qidao-mai-finance,2023-11-01,382.0
1980,quest-3,2022-03-01,2.0
1981,quest-3,2022-04-01,4.0
1982,quest-3,2022-05-01,12.0
1983,quest-3,2022-06-01,1.0
1984,quest-3,2022-07-01,1.0
1985,quest-3,2022-08-01,1.0
1986,quest-3,2022-09-01,17147.0
1987,quest-3,2022-10-01,9404.0
1988,quest-3,2022-11-01,1.0
1989,quest-3,2022-12-01,2235.0
1990,quest-3,2023-01-01,9346.0
1991,quest-3,2023-02-01,4584.0
1992,quest-3,2023-03-01,6414.0
1993,quest-3,2023-04-01,2994.0
1994,quest-3,2023-05-01,389.0
1995,quest-3,2023-06-01,1474.0
1996,quest-3,2023-07-01,1239.0
1997,quest-3,2023-08-01,2149.0
1998,quest-3,2023-09-01,1247.0
1999,quest-3,2023-10-01,1312.0
2000,quest-3,2023-11-01,66.0
2001,quix,2021-12-01,1103.0
2002,quix,2022-01-01,1434.0
2003,quix,2022-02-01,1244.0
2004,quix,2022-03-01,1018.0
2005,quix,2022-04-01,14674.0
2006,quix,2022-05-01,26941.0
2007,quix,2022-06-01,24192.0
2008,quix,2022-07-01,25081.0
2009,quix,2022-08-01,10066.0
2010,quix,2022-09-01,40670.0
2011,quix,2022-10-01,74276.0
2012,quix,2022-11-01,87084.0
2013,quix,2022-12-01,86651.0
2014,quix,2023-01-01,8667.0
2015,quix,2023-02-01,945.0
2016,quix,2023-03-01,838.0
2017,quix,2023-04-01,389.0
2018,quix,2023-05-01,116.0
2019,quix,2023-06-01,222.0
2020,quix,2023-07-01,225.0
2021,quix,2023-08-01,187.0
2022,quix,2023-09-01,151.0
2023,quix,2023-10-01,93.0
2024,quix,2023-11-01,20.0
2025,rabbithole,2022-08-01,6.0
2026,rabbithole,2022-09-01,6.0
2027,rabbithole,2022-10-01,103338.0
2028,rabbithole,2022-11-01,29310.0
2029,rabbithole,2022-12-01,48685.0
2030,rabbithole,2023-01-01,59125.0
2031,rabbithole,2023-02-01,39058.0
2032,rabbithole,2023-03-01,88735.0
2033,rabbithole,2023-04-01,78500.0
2034,rabbithole,2023-05-01,82074.0
2035,rabbithole,2023-06-01,106418.0
2036,rabbithole,2023-07-01,150091.0
2037,rabbithole,2023-08-01,161464.0
2038,rabbithole,2023-09-01,494958.0
2039,rabbithole,2023-10-01,256239.0
2040,rabbithole,2023-11-01,34183.0
2041,radio-shack-swap,2022-05-01,3.0
2042,radio-shack-swap,2022-08-01,29.0
2043,radio-shack-swap,2022-09-01,34.0
2044,radio-shack-swap,2022-10-01,63.0
2045,radio-shack-swap,2022-11-01,23.0
2046,radio-shack-swap,2022-12-01,49.0
2047,radio-shack-swap,2023-01-01,17.0
2048,radio-shack-swap,2023-02-01,19.0
2049,radio-shack-swap,2023-03-01,7.0
2050,radio-shack-swap,2023-04-01,12.0
2051,radio-shack-swap,2023-05-01,1.0
2052,radio-shack-swap,2023-06-01,16.0
2053,radio-shack-swap,2023-07-01,15.0
2054,radio-shack-swap,2023-08-01,27.0
2055,radio-shack-swap,2023-09-01,13.0
2056,rainbow,2022-03-01,5.0
2057,rainbow,2022-05-01,9.0
2058,rainbow,2022-06-01,8.0
2059,rainbow,2022-07-01,233.0
2060,rainbow,2022-08-01,301.0
2061,rainbow,2022-09-01,418.0
2062,rainbow,2022-10-01,217.0
2063,rainbow,2022-12-01,174.0
2064,rainbow,2023-01-01,230.0
2065,rainbow,2023-02-01,9497.0
2066,rainbow,2023-03-01,5065.0
2067,rainbow,2023-04-01,307.0
2068,rainbow,2023-05-01,247.0
2069,rainbow,2023-06-01,225.0
2070,rainbow,2023-07-01,262.0
2071,rainbow,2023-08-01,315.0
2072,rainbow,2023-09-01,538.0
2073,rainbow,2023-10-01,1169.0
2074,rainbow,2023-11-01,257.0
2075,rango-exchange,2022-05-01,15.0
2076,rango-exchange,2022-06-01,10.0
2077,rango-exchange,2022-07-01,595.0
2078,rango-exchange,2022-08-01,1127.0
2079,rango-exchange,2022-09-01,1731.0
2080,rango-exchange,2022-10-01,2096.0
2081,rango-exchange,2022-11-01,2133.0
2082,rango-exchange,2022-12-01,4252.0
2083,rango-exchange,2023-01-01,1699.0
2084,rango-exchange,2023-02-01,1219.0
2085,rango-exchange,2023-03-01,1192.0
2086,rango-exchange,2023-04-01,1249.0
2087,rango-exchange,2023-05-01,154.0
2088,rango-exchange,2023-06-01,310.0
2089,rango-exchange,2023-07-01,1.0
2090,rango-exchange,2023-08-01,2.0
2091,reaper-farm,2022-07-01,2494.0
2092,reaper-farm,2022-08-01,5604.0
2093,reaper-farm,2022-09-01,2959.0
2094,reaper-farm,2022-10-01,6836.0
2095,reaper-farm,2022-11-01,4697.0
2096,reaper-farm,2022-12-01,2405.0
2097,reaper-farm,2023-01-01,3883.0
2098,reaper-farm,2023-02-01,6057.0
2099,reaper-farm,2023-03-01,5217.0
2100,reaper-farm,2023-04-01,4000.0
2101,reaper-farm,2023-05-01,2852.0
2102,reaper-farm,2023-06-01,4595.0
2103,reaper-farm,2023-07-01,5274.0
2104,reaper-farm,2023-08-01,3708.0
2105,reaper-farm,2023-09-01,2023.0
2106,reaper-farm,2023-10-01,2403.0
2107,reaper-farm,2023-11-01,355.0
2108,remix-project,2022-04-01,5.0
2109,remix-project,2022-05-01,13.0
2110,remix-project,2022-07-01,8.0
2111,remix-project,2022-08-01,3.0
2112,remix-project,2022-09-01,10.0
2113,remix-project,2022-10-01,29.0
2114,remix-project,2022-12-01,8.0
2115,remix-project,2023-01-01,1.0
2116,remix-project,2023-02-01,8.0
2117,remix-project,2023-03-01,9.0
2118,remix-project,2023-04-01,21.0
2119,remix-project,2023-05-01,28.0
2120,remix-project,2023-07-01,30.0
2121,remix-project,2023-08-01,5.0
2122,remix-project,2023-09-01,20.0
2123,remix-project,2023-10-01,8.0
2124,ren,2022-07-01,21.0
2125,revert-finance,2022-07-01,338.0
2126,revert-finance,2022-08-01,2025.0
2127,revert-finance,2022-09-01,2581.0
2128,revert-finance,2022-10-01,1433.0
2129,revert-finance,2022-11-01,10067.0
2130,revert-finance,2022-12-01,9807.0
2131,revert-finance,2023-01-01,5220.0
2132,revert-finance,2023-02-01,6598.0
2133,revert-finance,2023-03-01,5754.0
2134,revert-finance,2023-04-01,1247.0
2135,revert-finance,2023-05-01,658.0
2136,revert-finance,2023-06-01,1483.0
2137,revert-finance,2023-07-01,1808.0
2138,revert-finance,2023-08-01,1967.0
2139,revert-finance,2023-09-01,1187.0
2140,revert-finance,2023-10-01,1110.0
2141,revert-finance,2023-11-01,411.0
2142,rigo-block,2022-12-01,18.0
2143,rigo-block,2023-02-01,1.0
2144,ripae,2022-08-01,16627.0
2145,ripae,2022-09-01,4537.0
2146,ripae,2022-10-01,450.0
2147,ripae,2022-11-01,138.0
2148,ripae,2022-12-01,90.0
2149,ripae,2023-01-01,87.0
2150,ripae,2023-02-01,108.0
2151,ripae,2023-03-01,107.0
2152,ripae,2023-04-01,80.0
2153,ripae,2023-05-01,42.0
2154,ripae,2023-06-01,67.0
2155,ripae,2023-07-01,75.0
2156,ripae,2023-08-01,30.0
2157,ripae,2023-09-01,26.0
2158,ripae,2023-10-01,23.0
2159,ripae,2023-11-01,2.0
2160,router-protocol,2022-03-01,249.0
2161,router-protocol,2022-04-01,296.0
2162,router-protocol,2022-05-01,163.0
2163,router-protocol,2022-06-01,1592.0
2164,router-protocol,2022-07-01,2533.0
2165,router-protocol,2022-08-01,3787.0
2166,router-protocol,2022-09-01,713.0
2167,router-protocol,2022-10-01,408.0
2168,router-protocol,2022-11-01,475.0
2169,router-protocol,2022-12-01,441.0
2170,router-protocol,2023-01-01,272.0
2171,router-protocol,2023-02-01,483.0
2172,router-protocol,2023-03-01,358.0
2173,router-protocol,2023-04-01,91.0
2174,router-protocol,2023-05-01,99.0
2175,router-protocol,2023-06-01,79.0
2176,router-protocol,2023-07-01,168.0
2177,router-protocol,2023-08-01,126.0
2178,router-protocol,2023-09-01,14.0
2179,router-protocol,2023-10-01,11.0
2180,router-protocol,2023-11-01,7.0
2181,rubicon,2022-03-01,14487.0
2182,rubicon,2022-04-01,1655.0
2183,rubicon,2022-05-01,1135.0
2184,rubicon,2022-06-01,15302.0
2185,rubicon,2022-07-01,19121.0
2186,rubicon,2022-08-01,22332.0
2187,rubicon,2022-09-01,88527.0
2188,rubicon,2022-10-01,155992.0
2189,rubicon,2022-11-01,210625.0
2190,rubicon,2022-12-01,181629.0
2191,rubicon,2023-01-01,171648.0
2192,rubicon,2023-02-01,28424.0
2193,rubicon,2023-03-01,1622.0
2194,rubicon,2023-04-01,569.0
2195,rubicon,2023-05-01,461.0
2196,rubicon,2023-06-01,359.0
2197,rubicon,2023-07-01,1120.0
2198,rubicon,2023-08-01,718.0
2199,rubicon,2023-09-01,297.0
2200,rubicon,2023-10-01,128.0
2201,rubicon,2023-11-01,12.0
2202,sablier,2022-03-01,66.0
2203,sablier,2022-04-01,382.0
2204,sablier,2022-05-01,417.0
2205,sablier,2022-06-01,294.0
2206,sablier,2022-07-01,265.0
2207,sablier,2022-08-01,202.0
2208,sablier,2022-09-01,408.0
2209,sablier,2022-10-01,175.0
2210,sablier,2022-11-01,127.0
2211,sablier,2022-12-01,110.0
2212,sablier,2023-01-01,237.0
2213,sablier,2023-02-01,56.0
2214,sablier,2023-03-01,33.0
2215,sablier,2023-04-01,88.0
2216,sablier,2023-05-01,128.0
2217,sablier,2023-06-01,49.0
2218,sablier,2023-07-01,261.0
2219,sablier,2023-08-01,59.0
2220,sablier,2023-09-01,17.0
2221,sablier,2023-10-01,14.0
2222,saddle-finance,2022-01-01,60.0
2223,saddle-finance,2022-02-01,19.0
2224,saddle-finance,2022-03-01,151.0
2225,saddle-finance,2022-04-01,100.0
2226,saddle-finance,2022-05-01,87.0
2227,saddle-finance,2022-06-01,35.0
2228,saddle-finance,2022-07-01,43.0
2229,saddle-finance,2022-08-01,433.0
2230,saddle-finance,2022-09-01,637.0
2231,saddle-finance,2022-10-01,355.0
2232,saddle-finance,2022-11-01,139.0
2233,saddle-finance,2022-12-01,194.0
2234,saddle-finance,2023-01-01,144.0
2235,saddle-finance,2023-02-01,193.0
2236,saddle-finance,2023-03-01,201.0
2237,saddle-finance,2023-04-01,78.0
2238,saddle-finance,2023-05-01,64.0
2239,saddle-finance,2023-06-01,65.0
2240,saddle-finance,2023-07-01,78.0
2241,saddle-finance,2023-08-01,106.0
2242,saddle-finance,2023-09-01,30.0
2243,saddle-finance,2023-10-01,29.0
2244,saddle-finance,2023-11-01,9.0
2245,safe-global,2021-11-01,8.0
2246,safe-global,2021-12-01,158.0
2247,safe-global,2022-01-01,444.0
2248,safe-global,2022-02-01,565.0
2249,safe-global,2022-03-01,940.0
2250,safe-global,2022-04-01,3348.0
2251,safe-global,2022-05-01,8026.0
2252,safe-global,2022-06-01,22117.0
2253,safe-global,2022-07-01,7999.0
2254,safe-global,2022-08-01,23433.0
2255,safe-global,2022-09-01,33895.0
2256,safe-global,2022-10-01,17321.0
2257,safe-global,2022-11-01,20963.0
2258,safe-global,2022-12-01,32722.0
2259,safe-global,2023-01-01,44276.0
2260,safe-global,2023-02-01,60948.0
2261,safe-global,2023-03-01,77540.0
2262,safe-global,2023-04-01,62725.0
2263,safe-global,2023-05-01,87191.0
2264,safe-global,2023-06-01,176793.0
2265,safe-global,2023-07-01,798441.0
2266,safe-global,2023-08-01,402458.0
2267,safe-global,2023-09-01,726765.0
2268,safe-global,2023-10-01,301045.0
2269,safe-global,2023-11-01,45290.0
2270,scion-finance,2022-10-01,12.0
2271,scion-finance,2022-12-01,46.0
2272,scion-finance,2023-01-01,555.0
2273,scion-finance,2023-02-01,230.0
2274,scion-finance,2023-03-01,55.0
2275,scion-finance,2023-04-01,15.0
2276,scion-finance,2023-05-01,14.0
2277,scion-finance,2023-06-01,17.0
2278,scion-finance,2023-07-01,7.0
2279,scion-finance,2023-08-01,2.0
2280,scion-finance,2023-10-01,1.0
2281,scope-lift,2023-04-01,4.0
2282,scope-lift,2023-05-01,2.0
2283,scope-lift,2023-06-01,58.0
2284,scryprotocol,2023-05-01,2.0
2285,scryprotocol,2023-06-01,2.0
2286,scryprotocol,2023-07-01,4.0
2287,scryprotocol,2023-08-01,2.0
2288,scryprotocol,2023-09-01,4.0
2289,set-protocol,2021-11-01,4.0
2290,set-protocol,2021-12-01,40.0
2291,set-protocol,2022-01-01,194.0
2292,set-protocol,2022-02-01,302.0
2293,set-protocol,2022-03-01,239.0
2294,set-protocol,2022-04-01,1442.0
2295,set-protocol,2022-05-01,1020.0
2296,set-protocol,2022-06-01,334.0
2297,set-protocol,2022-07-01,210.0
2298,set-protocol,2022-08-01,156.0
2299,set-protocol,2022-09-01,102.0
2300,set-protocol,2022-10-01,52.0
2301,set-protocol,2022-11-01,87.0
2302,set-protocol,2022-12-01,44.0
2303,set-protocol,2023-01-01,51.0
2304,set-protocol,2023-02-01,10.0
2305,set-protocol,2023-03-01,34.0
2306,set-protocol,2023-05-01,2.0
2307,set-protocol,2023-06-01,11.0
2308,set-protocol,2023-07-01,3.0
2309,set-protocol,2023-09-01,8.0
2310,set-protocol,2023-10-01,2.0
2311,shipyard-software,2022-02-01,5388.0
2312,shipyard-software,2022-03-01,7864.0
2313,shipyard-software,2022-04-01,16982.0
2314,shipyard-software,2022-05-01,21031.0
2315,shipyard-software,2022-06-01,15149.0
2316,shipyard-software,2022-07-01,18146.0
2317,shipyard-software,2022-08-01,15575.0
2318,shipyard-software,2022-09-01,50096.0
2319,shipyard-software,2022-10-01,71874.0
2320,shipyard-software,2022-11-01,106106.0
2321,shipyard-software,2022-12-01,130220.0
2322,shipyard-software,2023-01-01,184867.0
2323,shipyard-software,2023-02-01,14516.0
2324,shipyard-software,2023-03-01,7328.0
2325,shipyard-software,2023-04-01,13309.0
2326,shipyard-software,2023-05-01,28067.0
2327,shipyard-software,2023-06-01,11631.0
2328,shipyard-software,2023-07-01,5512.0
2329,shipyard-software,2023-08-01,4766.0
2330,shipyard-software,2023-09-01,7989.0
2331,shipyard-software,2023-10-01,12951.0
2332,shipyard-software,2023-11-01,244.0
2333,slingshot,2021-12-01,1729.0
2334,slingshot,2022-01-01,3649.0
2335,slingshot,2022-02-01,1603.0
2336,slingshot,2022-03-01,3989.0
2337,slingshot,2022-04-01,16481.0
2338,slingshot,2022-05-01,19612.0
2339,slingshot,2022-06-01,35533.0
2340,slingshot,2022-07-01,20117.0
2341,slingshot,2022-08-01,74757.0
2342,slingshot,2022-09-01,115562.0
2343,slingshot,2022-10-01,29789.0
2344,slingshot,2022-11-01,321.0
2345,slingshot,2022-12-01,5433.0
2346,slingshot,2023-01-01,14173.0
2347,slingshot,2023-02-01,37479.0
2348,slingshot,2023-03-01,40950.0
2349,slingshot,2023-04-01,48641.0
2350,slingshot,2023-05-01,19192.0
2351,slingshot,2023-06-01,15767.0
2352,slingshot,2023-07-01,20526.0
2353,slingshot,2023-08-01,14215.0
2354,slingshot,2023-09-01,14065.0
2355,slingshot,2023-10-01,5660.0
2356,slingshot,2023-11-01,1981.0
2357,slugs-protocol-bernatfp,2023-10-01,6997.0
2358,slugs-protocol-bernatfp,2023-11-01,9323.0
2359,socket,2022-02-01,1.0
2360,socket,2022-04-01,2.0
2361,socket,2022-05-01,1669.0
2362,socket,2022-06-01,7307.0
2363,socket,2022-07-01,2637.0
2364,socket,2022-08-01,4836.0
2365,socket,2022-09-01,9253.0
2366,socket,2022-10-01,10091.0
2367,socket,2022-11-01,21887.0
2368,socket,2022-12-01,17761.0
2369,socket,2023-01-01,13025.0
2370,socket,2023-02-01,21925.0
2371,socket,2023-03-01,24600.0
2372,socket,2023-04-01,55205.0
2373,socket,2023-05-01,60449.0
2374,socket,2023-06-01,92565.0
2375,socket,2023-07-01,125183.0
2376,socket,2023-08-01,103921.0
2377,socket,2023-09-01,107007.0
2378,socket,2023-10-01,67282.0
2379,socket,2023-11-01,9696.0
2380,sonne-finance,2022-09-01,4049.0
2381,sonne-finance,2022-10-01,24933.0
2382,sonne-finance,2022-11-01,18677.0
2383,sonne-finance,2022-12-01,11919.0
2384,sonne-finance,2023-01-01,14824.0
2385,sonne-finance,2023-02-01,32232.0
2386,sonne-finance,2023-03-01,64019.0
2387,sonne-finance,2023-04-01,38402.0
2388,sonne-finance,2023-05-01,17369.0
2389,sonne-finance,2023-06-01,24795.0
2390,sonne-finance,2023-07-01,31143.0
2391,sonne-finance,2023-08-01,26961.0
2392,sonne-finance,2023-09-01,17742.0
2393,sonne-finance,2023-10-01,18562.0
2394,sonne-finance,2023-11-01,3678.0
2395,soulcial-discoverselab,2023-10-01,1927.0
2396,soulcial-discoverselab,2023-11-01,691.0
2397,sound-xyz,2023-06-01,135898.0
2398,sound-xyz,2023-07-01,20972.0
2399,sound-xyz,2023-08-01,22146.0
2400,sound-xyz,2023-09-01,13026.0
2401,sound-xyz,2023-10-01,2407.0
2402,sound-xyz,2023-11-01,170.0
2403,stackup,2023-03-01,2.0
2404,stackup,2023-06-01,1.0
2405,stargate-finance,2022-03-01,13074.0
2406,stargate-finance,2022-04-01,20099.0
2407,stargate-finance,2022-05-01,38458.0
2408,stargate-finance,2022-06-01,45974.0
2409,stargate-finance,2022-07-01,38388.0
2410,stargate-finance,2022-08-01,71033.0
2411,stargate-finance,2022-09-01,37849.0
2412,stargate-finance,2022-10-01,56317.0
2413,stargate-finance,2022-11-01,86671.0
2414,stargate-finance,2022-12-01,188842.0
2415,stargate-finance,2023-01-01,150507.0
2416,stargate-finance,2023-02-01,77273.0
2417,stargate-finance,2023-03-01,132927.0
2418,stargate-finance,2023-04-01,892321.0
2419,stargate-finance,2023-05-01,620669.0
2420,stargate-finance,2023-06-01,914129.0
2421,stargate-finance,2023-07-01,1045441.0
2422,stargate-finance,2023-08-01,765368.0
2423,stargate-finance,2023-09-01,545305.0
2424,stargate-finance,2023-10-01,336833.0
2425,stargate-finance,2023-11-01,70586.0
2426,steer-protocol,2023-05-01,239.0
2427,steer-protocol,2023-06-01,457.0
2428,steer-protocol,2023-07-01,1285.0
2429,steer-protocol,2023-08-01,1228.0
2430,steer-protocol,2023-09-01,1631.0
2431,steer-protocol,2023-10-01,2977.0
2432,steer-protocol,2023-11-01,932.0
2433,summer-fi,2023-03-01,52.0
2434,summer-fi,2023-04-01,1.0
2435,summer-fi,2023-05-01,18.0
2436,summer-fi,2023-06-01,40.0
2437,summer-fi,2023-07-01,74.0
2438,summer-fi,2023-08-01,8.0
2439,summer-fi,2023-09-01,18.0
2440,summer-fi,2023-10-01,16.0
2441,summer-fi,2023-11-01,3.0
2442,superfluid,2022-03-01,379.0
2443,superfluid,2022-04-01,1035.0
2444,superfluid,2022-05-01,1115.0
2445,superfluid,2022-06-01,557.0
2446,superfluid,2022-07-01,622.0
2447,superfluid,2022-08-01,506.0
2448,superfluid,2022-09-01,265.0
2449,superfluid,2022-10-01,199.0
2450,superfluid,2022-11-01,273.0
2451,superfluid,2022-12-01,212.0
2452,superfluid,2023-01-01,505.0
2453,superfluid,2023-02-01,18348.0
2454,superfluid,2023-03-01,16619.0
2455,superfluid,2023-04-01,2447.0
2456,superfluid,2023-05-01,1164.0
2457,superfluid,2023-06-01,666.0
2458,superfluid,2023-07-01,367.0
2459,superfluid,2023-08-01,293.0
2460,superfluid,2023-09-01,515.0
2461,superfluid,2023-10-01,254.0
2462,superfluid,2023-11-01,48.0
2463,sushi,2022-01-01,1.0
2464,sushi,2022-02-01,1.0
2465,sushi,2022-05-01,678.0
2466,sushi,2022-06-01,2355.0
2467,sushi,2022-07-01,894.0
2468,sushi,2022-08-01,1686.0
2469,sushi,2022-09-01,3106.0
2470,sushi,2022-10-01,4336.0
2471,sushi,2022-11-01,7750.0
2472,sushi,2022-12-01,8671.0
2473,sushi,2023-01-01,7225.0
2474,sushi,2023-02-01,7515.0
2475,sushi,2023-03-01,13753.0
2476,sushi,2023-04-01,39859.0
2477,sushi,2023-05-01,26924.0
2478,sushi,2023-06-01,38501.0
2479,sushi,2023-07-01,55161.0
2480,sushi,2023-08-01,33764.0
2481,sushi,2023-09-01,21924.0
2482,sushi,2023-10-01,13333.0
2483,sushi,2023-11-01,2744.0
2484,swapline,2023-03-01,1.0
2485,swapline,2023-04-01,96.0
2486,swapline,2023-05-01,35.0
2487,swapline,2023-06-01,10.0
2488,swapline,2023-07-01,205.0
2489,swapline,2023-08-01,72.0
2490,swapline,2023-09-01,16.0
2491,swapline,2023-10-01,19.0
2492,swapline,2023-11-01,3.0
2493,symbiosis-finance,2023-04-01,5.0
2494,symbiosis-finance,2023-05-01,10083.0
2495,symbiosis-finance,2023-06-01,3437.0
2496,symbiosis-finance,2023-07-01,5469.0
2497,symbiosis-finance,2023-08-01,5457.0
2498,symbiosis-finance,2023-09-01,5087.0
2499,symbiosis-finance,2023-10-01,2942.0
2500,symbiosis-finance,2023-11-01,1611.0
2501,symphony-finance,2022-06-01,61.0
2502,symphony-finance,2022-07-01,4390.0
2503,symphony-finance,2022-08-01,694.0
2504,symphony-finance,2022-09-01,393.0
2505,symphony-finance,2022-10-01,619.0
2506,symphony-finance,2022-11-01,438.0
2507,symphony-finance,2022-12-01,407.0
2508,symphony-finance,2023-01-01,141.0
2509,symphony-finance,2023-02-01,160.0
2510,symphony-finance,2023-03-01,190.0
2511,symphony-finance,2023-04-01,39.0
2512,symphony-finance,2023-05-01,75.0
2513,symphony-finance,2023-06-01,5.0
2514,symphony-finance,2023-07-01,9.0
2515,synapse,2021-11-01,982.0
2516,synapse,2021-12-01,997.0
2517,synapse,2022-01-01,1757.0
2518,synapse,2022-02-01,806.0
2519,synapse,2022-03-01,723.0
2520,synapse,2022-04-01,4268.0
2521,synapse,2022-05-01,7520.0
2522,synapse,2022-06-01,14978.0
2523,synapse,2022-07-01,4145.0
2524,synapse,2022-08-01,7271.0
2525,synapse,2022-09-01,46773.0
2526,synapse,2022-10-01,62785.0
2527,synapse,2022-11-01,20420.0
2528,synapse,2022-12-01,47628.0
2529,synapse,2023-01-01,78917.0
2530,synapse,2023-02-01,14490.0
2531,synapse,2023-03-01,14459.0
2532,synapse,2023-04-01,9449.0
2533,synapse,2023-05-01,5533.0
2534,synapse,2023-06-01,8052.0
2535,synapse,2023-07-01,9027.0
2536,synapse,2023-08-01,12071.0
2537,synapse,2023-09-01,9087.0
2538,synapse,2023-10-01,3120.0
2539,synapse,2023-11-01,804.0
2540,synthetix,2021-11-01,11.0
2541,synthetix,2021-12-01,202.0
2542,synthetix,2022-01-01,515.0
2543,synthetix,2022-02-01,748.0
2544,synthetix,2022-03-01,3857.0
2545,synthetix,2022-04-01,13585.0
2546,synthetix,2022-05-01,33054.0
2547,synthetix,2022-06-01,42943.0
2548,synthetix,2022-07-01,27528.0
2549,synthetix,2022-08-01,25751.0
2550,synthetix,2022-09-01,60868.0
2551,synthetix,2022-10-01,100231.0
2552,synthetix,2022-11-01,53724.0
2553,synthetix,2022-12-01,39713.0
2554,synthetix,2023-01-01,36973.0
2555,synthetix,2023-02-01,48197.0
2556,synthetix,2023-03-01,104166.0
2557,synthetix,2023-04-01,93611.0
2558,synthetix,2023-05-01,33935.0
2559,synthetix,2023-06-01,11885.0
2560,synthetix,2023-07-01,9217.0
2561,synthetix,2023-08-01,9722.0
2562,synthetix,2023-09-01,8436.0
2563,synthetix,2023-10-01,53622.0
2564,synthetix,2023-11-01,28500.0
2565,tarot-finance,2022-05-01,214.0
2566,tarot-finance,2022-06-01,5916.0
2567,tarot-finance,2022-07-01,9407.0
2568,tarot-finance,2022-08-01,9757.0
2569,tarot-finance,2022-09-01,5780.0
2570,tarot-finance,2022-10-01,7199.0
2571,tarot-finance,2022-11-01,6453.0
2572,tarot-finance,2022-12-01,3758.0
2573,tarot-finance,2023-01-01,5265.0
2574,tarot-finance,2023-02-01,6396.0
2575,tarot-finance,2023-03-01,8185.0
2576,tarot-finance,2023-04-01,5820.0
2577,tarot-finance,2023-05-01,3725.0
2578,tarot-finance,2023-06-01,4900.0
2579,tarot-finance,2023-07-01,8896.0
2580,tarot-finance,2023-08-01,12210.0
2581,tarot-finance,2023-09-01,6089.0
2582,tarot-finance,2023-10-01,3938.0
2583,tarot-finance,2023-11-01,682.0
2584,thales,2021-11-01,9.0
2585,thales,2021-12-01,591.0
2586,thales,2022-01-01,1040.0
2587,thales,2022-02-01,6101.0
2588,thales,2022-03-01,5028.0
2589,thales,2022-04-01,6083.0
2590,thales,2022-05-01,7175.0
2591,thales,2022-06-01,7808.0
2592,thales,2022-07-01,10076.0
2593,thales,2022-08-01,22233.0
2594,thales,2022-09-01,20885.0
2595,thales,2022-10-01,23205.0
2596,thales,2022-11-01,25104.0
2597,thales,2022-12-01,23183.0
2598,thales,2023-01-01,26190.0
2599,thales,2023-02-01,40428.0
2600,thales,2023-03-01,37604.0
2601,thales,2023-04-01,34504.0
2602,thales,2023-05-01,24874.0
2603,thales,2023-06-01,19504.0
2604,thales,2023-07-01,24701.0
2605,thales,2023-08-01,27897.0
2606,thales,2023-09-01,28298.0
2607,thales,2023-10-01,28215.0
