,slug,bucketMonthly,sum
1244,iron-bank,2023-01-01,2162.0
1245,iron-bank,2023-02-01,1971.0
1246,iron-bank,2023-03-01,1337.0
1247,iron-bank,2023-04-01,704.0
1248,iron-bank,2023-05-01,499.0
1249,iron-bank,2023-06-01,477.0
1250,iron-bank,2023-07-01,825.0
1251,iron-bank,2023-08-01,732.0
1252,iron-bank,2023-09-01,302.0
1253,iron-bank,2023-10-01,519.0
1254,iron-bank,2023-11-01,68.0
1255,jarvis-network,2022-08-01,18.0
1256,jarvis-network,2022-09-01,13.0
1257,jarvis-network,2022-10-01,11.0
1258,jarvis-network,2022-11-01,3.0
1259,jarvis-network,2022-12-01,32.0
1260,jarvis-network,2023-02-01,9.0
1261,jarvis-network,2023-03-01,33.0
1262,jarvis-network,2023-04-01,4.0
1263,jarvis-network,2023-05-01,3.0
1264,jarvis-network,2023-07-01,1.0
1265,justcause-smeee23,2023-09-01,51.0
1266,justcause-smeee23,2023-10-01,25.0
1267,justcause-smeee23,2023-11-01,3.0
1268,kiwi-news-attestate,2023-07-01,47.0
1269,kiwi-news-attestate,2023-08-01,27.0
1270,kiwi-news-attestate,2023-09-01,19.0
1271,kiwi-news-attestate,2023-10-01,18.0
1272,kiwi-news-attestate,2023-11-01,2.0
1273,kredeum,2023-05-01,3.0
1274,kredeum,2023-07-01,12.0
1275,kredeum,2023-10-01,2.0
1276,kromatika-finance,2021-11-01,27.0
1277,kromatika-finance,2021-12-01,129.0
1278,kromatika-finance,2022-01-01,487.0
1279,kromatika-finance,2022-02-01,157.0
1280,kromatika-finance,2022-03-01,218.0
1281,kromatika-finance,2022-04-01,568.0
1282,kromatika-finance,2022-05-01,462.0
1283,kromatika-finance,2022-06-01,502.0
1284,kromatika-finance,2022-07-01,246.0
1285,kromatika-finance,2022-08-01,175.0
1286,kromatika-finance,2022-09-01,362.0
1287,kromatika-finance,2022-10-01,264.0
1288,kromatika-finance,2022-11-01,129.0
1289,kromatika-finance,2022-12-01,168.0
1290,kromatika-finance,2023-01-01,167.0
1291,kromatika-finance,2023-02-01,218.0
1292,kromatika-finance,2023-03-01,270.0
1293,kromatika-finance,2023-04-01,156.0
1294,kromatika-finance,2023-05-01,2756.0
1295,kromatika-finance,2023-06-01,2304.0
1296,kromatika-finance,2023-07-01,2975.0
1297,kromatika-finance,2023-08-01,115.0
1298,kromatika-finance,2023-09-01,164.0
1299,kromatika-finance,2023-10-01,101.0
1300,kromatika-finance,2023-11-01,24.0
1301,kwenta,2022-02-01,1.0
1302,kwenta,2022-03-01,13.0
1303,kwenta,2022-04-01,6.0
1304,kwenta,2022-05-01,3.0
1305,kwenta,2022-06-01,74.0
1306,kwenta,2022-07-01,37.0
1307,kwenta,2022-08-01,74.0
1308,kwenta,2022-09-01,99.0
1309,kwenta,2022-10-01,80.0
1310,kwenta,2022-11-01,11474.0
1311,kwenta,2022-12-01,23584.0
1312,kwenta,2023-01-01,25582.0
1313,kwenta,2023-02-01,19572.0
1314,kwenta,2023-03-01,25921.0
1315,kwenta,2023-04-01,24080.0
1316,kwenta,2023-05-01,18710.0
1317,kwenta,2023-06-01,16066.0
1318,kwenta,2023-07-01,16376.0
1319,kwenta,2023-08-01,13533.0
1320,kwenta,2023-09-01,24298.0
1321,kwenta,2023-10-01,19262.0
1322,kwenta,2023-11-01,3773.0
1323,kyber-swap,2022-06-01,41.0
1324,kyber-swap,2022-07-01,330.0
1325,kyber-swap,2022-08-01,1023.0
1326,kyber-swap,2022-09-01,937.0
1327,kyber-swap,2022-10-01,6305.0
1328,kyber-swap,2022-11-01,8377.0
1329,kyber-swap,2022-12-01,10405.0
1330,kyber-swap,2023-01-01,32764.0
1331,kyber-swap,2023-02-01,37384.0
1332,kyber-swap,2023-03-01,41429.0
1333,kyber-swap,2023-04-01,16709.0
1334,kyber-swap,2023-05-01,4972.0
1335,kyber-swap,2023-06-01,18225.0
1336,kyber-swap,2023-07-01,18042.0
1337,kyber-swap,2023-08-01,16742.0
1338,kyber-swap,2023-09-01,19581.0
1339,kyber-swap,2023-10-01,27946.0
1340,kyber-swap,2023-11-01,5747.0
1341,layer-zero,2022-03-01,4865.0
1342,layer-zero,2022-04-01,13706.0
1343,layer-zero,2022-05-01,23645.0
1344,layer-zero,2022-06-01,25405.0
1345,layer-zero,2022-07-01,23269.0
1346,layer-zero,2022-08-01,18796.0
1347,layer-zero,2022-09-01,101399.0
1348,layer-zero,2022-10-01,182761.0
1349,layer-zero,2022-11-01,309558.0
1350,layer-zero,2022-12-01,487875.0
1351,layer-zero,2023-01-01,388189.0
1352,layer-zero,2023-02-01,112312.0
1353,layer-zero,2023-03-01,379133.0
1354,layer-zero,2023-04-01,3343653.0
1355,layer-zero,2023-05-01,1417799.0
1356,layer-zero,2023-06-01,2235230.0
1357,layer-zero,2023-07-01,2943845.0
1358,layer-zero,2023-08-01,1592741.0
1359,layer-zero,2023-09-01,1033698.0
1360,layer-zero,2023-10-01,430987.0
1361,layer-zero,2023-11-01,89252.0
1362,lemma-finance,2022-09-01,88.0
1363,lemma-finance,2022-10-01,411.0
1364,lemma-finance,2022-11-01,799.0
1365,lemma-finance,2022-12-01,480.0
1366,lemma-finance,2023-01-01,337.0
1367,lemma-finance,2023-02-01,266.0
1368,lemma-finance,2023-03-01,392.0
1369,lemma-finance,2023-04-01,192.0
1370,lemma-finance,2023-05-01,116.0
1371,lemma-finance,2023-06-01,45.0
1372,lemma-finance,2023-07-01,30.0
1373,lemma-finance,2023-08-01,49.0
1374,lemma-finance,2023-09-01,34.0
1375,lemma-finance,2023-10-01,37.0
1376,lemma-finance,2023-11-01,7.0
1377,lido,2022-08-01,16.0
1378,lido,2022-09-01,34.0
1379,lido,2022-10-01,1235.0
1380,lido,2022-11-01,944.0
1381,lido,2022-12-01,903.0
1382,lido,2023-01-01,1921.0
1383,lido,2023-02-01,1989.0
1384,lido,2023-03-01,2795.0
1385,lido,2023-04-01,4991.0
1386,lido,2023-05-01,2831.0
1387,lido,2023-06-01,3026.0
1388,lido,2023-07-01,4246.0
1389,lido,2023-08-01,4346.0
1390,lido,2023-09-01,2856.0
1391,lido,2023-10-01,2986.0
1392,lido,2023-11-01,581.0
1393,lifinance,2022-01-01,9.0
1394,lifinance,2022-02-01,4.0
1395,lifinance,2022-03-01,6.0
1396,lifinance,2022-05-01,11.0
1397,lifinance,2022-06-01,2.0
1398,lifinance,2022-07-01,5.0
1399,lifinance,2022-08-01,13.0
1400,lifinance,2022-10-01,2.0
1401,llamaxyz,2023-08-01,1.0
1402,llamaxyz,2023-10-01,2.0
1403,lyra-finance,2021-12-01,6491.0
1404,lyra-finance,2022-01-01,2537.0
1405,lyra-finance,2022-02-01,2211.0
1406,lyra-finance,2022-03-01,3220.0
1407,lyra-finance,2022-04-01,4959.0
1408,lyra-finance,2022-05-01,7062.0
1409,lyra-finance,2022-06-01,7889.0
1410,lyra-finance,2022-07-01,6347.0
1411,lyra-finance,2022-08-01,15133.0
1412,lyra-finance,2022-09-01,28273.0
1413,lyra-finance,2022-10-01,30690.0
1414,lyra-finance,2022-11-01,42481.0
1415,lyra-finance,2022-12-01,52854.0
1416,lyra-finance,2023-01-01,56402.0
1417,lyra-finance,2023-02-01,9833.0
1418,lyra-finance,2023-03-01,7802.0
1419,lyra-finance,2023-04-01,7812.0
1420,lyra-finance,2023-05-01,8103.0
1421,lyra-finance,2023-06-01,5428.0
1422,lyra-finance,2023-07-01,4518.0
1423,lyra-finance,2023-08-01,5072.0
1424,lyra-finance,2023-09-01,4591.0
1425,lyra-finance,2023-10-01,5547.0
1426,lyra-finance,2023-11-01,1113.0
1427,manifold,2022-06-01,2.0
1428,manifold,2023-04-01,2.0
1429,manifold,2023-06-01,790.0
1430,manifold,2023-07-01,118.0
1431,manifold,2023-08-01,64.0
1432,manifold,2023-09-01,30.0
1433,manifold,2023-10-01,42.0
1434,manifold,2023-11-01,6.0
1435,mean-finance,2021-12-01,789.0
1436,mean-finance,2022-01-01,434.0
1437,mean-finance,2022-02-01,208.0
1438,mean-finance,2022-03-01,301.0
1439,mean-finance,2022-04-01,166.0
1440,mean-finance,2022-05-01,47.0
1441,mean-finance,2022-06-01,11.0
1442,mean-finance,2022-07-01,4.0
1443,mean-finance,2022-08-01,1.0
1444,mean-finance,2022-09-01,28.0
1445,mean-finance,2022-10-01,7.0
1446,mean-finance,2022-11-01,13.0
1447,mean-finance,2022-12-01,17.0
1448,mean-finance,2023-01-01,27.0
1449,mean-finance,2023-02-01,32.0
1450,mean-finance,2023-03-01,20.0
1451,mean-finance,2023-04-01,4.0
1452,mean-finance,2023-05-01,5.0
1453,mean-finance,2023-06-01,1.0
1454,mean-finance,2023-07-01,3.0
1455,mean-finance,2023-08-01,2.0
1456,mean-finance,2023-09-01,8.0
1457,mean-finance,2023-10-01,5.0
1458,meson-fi,2022-09-01,2797.0
1459,meson-fi,2022-10-01,14276.0
1460,meson-fi,2022-12-01,5850.0
1461,meson-fi,2023-01-01,7547.0
1462,meson-fi,2023-02-01,16905.0
1463,meson-fi,2023-03-01,14439.0
1464,meson-fi,2023-04-01,19254.0
1465,meson-fi,2023-05-01,10197.0
1466,meson-fi,2023-06-01,8200.0
1467,meson-fi,2023-07-01,7258.0
1468,meson-fi,2023-08-01,4900.0
1469,meson-fi,2023-09-01,5832.0
1470,meson-fi,2023-10-01,5847.0
1471,meson-fi,2023-11-01,1761.0
1472,metadexa,2023-06-01,429.0
1473,metadexa,2023-07-01,171.0
1474,metadexa,2023-08-01,41.0
1475,metadexa,2023-09-01,59.0
1476,metadexa,2023-10-01,84.0
1477,metadexa,2023-11-01,27.0
1478,metagov,2023-09-01,2.0
1479,metalswap-defi-foundation,2023-05-01,17.0
1480,metalswap-defi-foundation,2023-06-01,134.0
1481,metalswap-defi-foundation,2023-07-01,479.0
1482,metalswap-defi-foundation,2023-08-01,413.0
1483,metalswap-defi-foundation,2023-09-01,342.0
1484,metalswap-defi-foundation,2023-10-01,245.0
1485,metalswap-defi-foundation,2023-11-01,37.0
1486,metamask,2022-10-01,6.0
1487,metamask,2022-12-01,16.0
1488,metamask,2023-01-01,10199.0
1489,metamask,2023-02-01,18870.0
1490,metamask,2023-03-01,61746.0
1491,metamask,2023-04-01,52079.0
1492,metamask,2023-05-01,40418.0
1493,metamask,2023-06-01,36638.0
1494,metamask,2023-07-01,45609.0
1495,metamask,2023-08-01,30128.0
1496,metamask,2023-09-01,29355.0
1497,metamask,2023-10-01,17053.0
1498,metamask,2023-11-01,5537.0
1499,metronome-autonomoussoftware,2023-05-01,25.0
1500,metronome-autonomoussoftware,2023-06-01,10935.0
1501,metronome-autonomoussoftware,2023-07-01,6332.0
1502,metronome-autonomoussoftware,2023-08-01,1577.0
1503,metronome-autonomoussoftware,2023-09-01,17037.0
1504,metronome-autonomoussoftware,2023-10-01,1955.0
1505,metronome-autonomoussoftware,2023-11-01,435.0
1506,mirror,2022-01-01,7.0
1507,mirror,2022-02-01,264.0
1508,mirror,2022-03-01,68.0
1509,mirror,2022-04-01,32.0
1510,mirror,2022-05-01,883.0
1511,mirror,2022-06-01,1054.0
1512,mirror,2022-07-01,1561.0
1513,mirror,2022-08-01,3859.0
1514,mirror,2022-09-01,2598.0
1515,mirror,2022-10-01,1482.0
1516,mirror,2022-11-01,13.0
1517,mirror,2022-12-01,433.0
1518,mirror,2023-01-01,1347.0
1519,mirror,2023-02-01,2390.0
1520,mirror,2023-03-01,5163.0
1521,mirror,2023-04-01,3561.0
1522,mirror,2023-05-01,28257.0
1523,mirror,2023-06-01,6388.0
1524,mirror,2023-07-01,1887.0
1525,mirror,2023-08-01,1274.0
1526,mirror,2023-09-01,1344.0
1527,mirror,2023-10-01,774.0
1528,mirror,2023-11-01,192.0
1529,mosaicfun,2023-08-01,1214.0
1530,mosaicfun,2023-09-01,5.0
1531,mosaicfun,2023-10-01,4.0
1532,mummy-finance,2023-03-01,30890.0
1533,mummy-finance,2023-04-01,22863.0
1534,mummy-finance,2023-05-01,26168.0
1535,mummy-finance,2023-06-01,26469.0
1536,mummy-finance,2023-07-01,32575.0
1537,mummy-finance,2023-08-01,33421.0
1538,mummy-finance,2023-09-01,25444.0
1539,mummy-finance,2023-10-01,29596.0
1540,mummy-finance,2023-11-01,5776.0
1541,mux-world,2022-12-01,65.0
1542,mux-world,2023-01-01,1473.0
1543,mux-world,2023-02-01,4266.0
1544,mux-world,2023-03-01,5100.0
1545,mux-world,2023-04-01,3723.0
1546,mux-world,2023-05-01,4502.0
1547,mux-world,2023-06-01,5584.0
1548,mux-world,2023-07-01,3170.0
1549,mux-world,2023-08-01,4511.0
1550,mux-world,2023-09-01,9760.0
1551,mux-world,2023-10-01,9789.0
1552,mux-world,2023-11-01,1897.0
1553,nested,2022-04-01,726.0
1554,nested,2022-05-01,1745.0
1555,nested,2022-06-01,812.0
1556,nested,2022-07-01,2635.0
1557,nested,2022-08-01,863.0
1558,nested,2022-09-01,777.0
1559,nested,2022-10-01,31365.0
1560,nested,2022-11-01,3961.0
1561,nested,2022-12-01,1678.0
1562,nested,2023-01-01,1330.0
1563,nested,2023-02-01,1250.0
1564,nested,2023-03-01,3145.0
1565,nested,2023-04-01,9126.0
1566,nested,2023-05-01,1616.0
1567,nested,2023-06-01,10224.0
1568,nested,2023-07-01,6350.0
1569,nested,2023-08-01,16737.0
1570,nested,2023-09-01,8137.0
1571,nested,2023-10-01,4968.0
1572,nested,2023-11-01,92.0
1573,nex,2022-08-01,77.0
1574,nex,2022-09-01,66454.0
1575,nex,2022-10-01,52793.0
1576,nex,2022-11-01,33986.0
1577,nex,2022-12-01,14721.0
1578,nex,2023-01-01,10808.0
1579,nex,2023-02-01,8218.0
1580,nex,2023-03-01,980.0
1581,nftearth,2023-01-01,18.0
1582,nftearth,2023-02-01,8036.0
1583,nftearth,2023-03-01,2514.0
1584,nftearth,2023-04-01,24.0
1585,nftearth,2023-05-01,1.0
1586,nftearth,2023-06-01,5.0
1587,nftearth,2023-07-01,173.0
1588,nftearth,2023-08-01,75.0
1589,nftearth,2023-09-01,19.0
1590,nftearth,2023-10-01,7.0
1591,nifty-kit,2022-07-01,6.0
1592,nifty-kit,2022-08-01,14.0
1593,nifty-kit,2022-09-01,14.0
1594,nifty-kit,2022-10-01,8.0
1595,nifty-kit,2022-11-01,2.0
1596,nifty-kit,2022-12-01,23.0
1597,nifty-kit,2023-01-01,57.0
1598,nifty-kit,2023-02-01,84.0
1599,nifty-kit,2023-03-01,46.0
1600,nifty-kit,2023-04-01,10.0
1601,nifty-kit,2023-05-01,31.0
1602,nifty-kit,2023-06-01,13.0
1603,nifty-kit,2023-07-01,19.0
1604,nifty-kit,2023-08-01,789.0
1605,nifty-kit,2023-09-01,14.0
1606,nifty-kit,2023-10-01,12.0
1607,nifty-kit,2023-11-01,1.0
1608,niftyswap,2022-03-01,3.0
1609,niftyswap,2022-04-01,2.0
1610,niftyswap,2022-06-01,2.0
1611,niftyswap,2022-08-01,2.0
1612,niftyswap,2023-03-01,1.0
1613,o-3-swap,2022-06-01,129.0
1614,o-3-swap,2022-07-01,266.0
1615,o-3-swap,2022-08-01,578.0
1616,o-3-swap,2022-09-01,366.0
1617,o-3-swap,2022-10-01,208.0
1618,o-3-swap,2022-11-01,185.0
1619,o-3-swap,2022-12-01,209.0
1620,o-3-swap,2023-01-01,195.0
1621,o-3-swap,2023-02-01,591.0
1622,o-3-swap,2023-03-01,480.0
1623,o-3-swap,2023-04-01,267.0
1624,o-3-swap,2023-05-01,277.0
1625,o-3-swap,2023-06-01,444.0
1626,o-3-swap,2023-07-01,244.0
1627,o-3-swap,2023-08-01,243.0
1628,o-3-swap,2023-09-01,38.0
1629,o-3-swap,2023-10-01,20.0
1630,o-3-swap,2023-11-01,23.0
1631,olympus,2022-02-01,3.0
1632,olympus,2022-03-01,92.0
1633,olympus,2022-04-01,133.0
1634,olympus,2022-05-01,78.0
1635,olympus,2022-07-01,1.0
1636,olympus,2022-12-01,1.0
1637,omni-swap,2022-07-01,6.0
1638,omni-swap,2022-08-01,23.0
1639,omni-swap,2022-09-01,54.0
1640,omni-swap,2022-10-01,94.0
1641,omni-swap,2022-11-01,340.0
1642,omni-swap,2022-12-01,706.0
1643,omni-swap,2023-01-01,193.0
1644,omni-swap,2023-02-01,303.0
1645,omni-swap,2023-03-01,3491.0
1646,omni-swap,2023-04-01,29900.0
1647,omni-swap,2023-05-01,11887.0
1648,omni-swap,2023-06-01,15581.0
1649,omni-swap,2023-07-01,14847.0
1650,omni-swap,2023-08-01,13383.0
1651,omni-swap,2023-09-01,29391.0
1652,omni-swap,2023-10-01,13061.0
1653,omni-swap,2023-11-01,1003.0
1654,omnisea,2022-06-01,7.0
1655,omnisea,2022-07-01,11.0
1656,omnisea,2022-08-01,2.0
1657,omnisea,2022-09-01,125.0
1658,omnisea,2022-10-01,100.0
1659,omnisea,2022-11-01,61.0
1660,omnisea,2022-12-01,429.0
1661,omnisea,2023-01-01,1565.0
1662,omnisea,2023-02-01,395.0
1663,omnisea,2023-03-01,104.0
1664,omnisea,2023-04-01,405.0
1665,omnisea,2023-05-01,463.0
1666,omnisea,2023-06-01,1200.0
1667,omnisea,2023-07-01,3222.0
1668,omnisea,2023-08-01,9782.0
1669,omnisea,2023-09-01,782.0
1670,omnisea,2023-10-01,881.0
1671,omnisea,2023-11-01,232.0
1672,op,2022-04-01,26.0
1673,op,2022-05-01,118416.0
1674,op,2022-06-01,429189.0
1675,op,2022-07-01,78402.0
1676,op,2022-08-01,81070.0
1677,op,2022-09-01,71226.0
1678,op,2022-10-01,101559.0
1679,op,2022-11-01,142389.0
1680,op,2022-12-01,199964.0
1681,op,2023-01-01,248951.0
1682,op,2023-02-01,399223.0
1683,op,2023-03-01,416817.0
1684,op,2023-04-01,253928.0
1685,op,2023-05-01,196815.0
1686,op,2023-06-01,311499.0
1687,op,2023-07-01,399542.0
1688,op,2023-08-01,255198.0
1689,op,2023-09-01,247334.0
1690,op,2023-10-01,240190.0
1691,op,2023-11-01,38167.0
1692,open-sea,2022-12-01,46946.0
1693,open-sea,2023-01-01,191194.0
1694,open-sea,2023-02-01,166088.0
1695,open-sea,2023-03-01,235291.0
1696,open-sea,2023-04-01,185922.0
1697,open-sea,2023-05-01,110990.0
1698,open-sea,2023-06-01,71216.0
1699,open-sea,2023-07-01,11.0
1700,open-sea,2023-08-01,21.0
1701,open-sea,2023-09-01,14.0
1702,open-sea,2023-10-01,162.0
1703,open-sea,2023-11-01,103.0
1704,openocean-finance,2022-01-01,9.0
1705,openocean-finance,2022-02-01,20.0
1706,openocean-finance,2022-03-01,21.0
1707,openocean-finance,2022-04-01,16.0
1708,openocean-finance,2022-05-01,764.0
1709,openocean-finance,2022-06-01,641.0
1710,openocean-finance,2022-07-01,640.0
1711,openocean-finance,2022-08-01,1243.0
1712,openocean-finance,2022-09-01,889.0
1713,openocean-finance,2022-10-01,461.0
1714,openocean-finance,2022-12-01,1974.0
1715,openocean-finance,2023-01-01,960.0
1716,openocean-finance,2023-02-01,2324.0
1717,openocean-finance,2023-03-01,1512.0
1718,openocean-finance,2023-04-01,4026.0
1719,openocean-finance,2023-05-01,1998.0
1720,openocean-finance,2023-06-01,2701.0
1721,openocean-finance,2023-07-01,5313.0
1722,openocean-finance,2023-08-01,2946.0
1723,openocean-finance,2023-09-01,2156.0
1724,openocean-finance,2023-10-01,1059.0
1725,openocean-finance,2023-11-01,341.0
1726,optinames-optimismresolver,2022-08-01,42.0
1727,optinames-optimismresolver,2022-09-01,1692.0
1728,optinames-optimismresolver,2022-10-01,13068.0
1729,optinames-optimismresolver,2022-12-01,23.0
1730,optinames-optimismresolver,2023-01-01,1371.0
1731,optinames-optimismresolver,2023-02-01,370.0
1732,optinames-optimismresolver,2023-03-01,151.0
1733,optinames-optimismresolver,2023-04-01,129.0
1734,optinames-optimismresolver,2023-05-01,593.0
1735,optinames-optimismresolver,2023-06-01,480.0
1736,optinames-optimismresolver,2023-07-01,1993.0
1737,optinames-optimismresolver,2023-08-01,586.0
1738,optinames-optimismresolver,2023-09-01,175.0
1739,optinames-optimismresolver,2023-10-01,147.0
1740,optinames-optimismresolver,2023-11-01,10.0
1741,orbiter-finance,2022-06-01,11.0
1742,orbiter-finance,2022-07-01,187.0
1743,orbiter-finance,2022-08-01,450.0
1744,orbiter-finance,2022-09-01,223.0
1745,orbiter-finance,2022-10-01,1367.0
1746,orbiter-finance,2022-11-01,205.0
1747,orbiter-finance,2022-12-01,13.0
1748,orbiter-finance,2023-01-01,23.0
1749,orbiter-finance,2023-02-01,1196.0
1750,orbiter-finance,2023-03-01,3033.0
1751,orbiter-finance,2023-04-01,210.0
1752,orbiter-finance,2023-05-01,54.0
1753,orbiter-finance,2023-06-01,20.0
1754,orbiter-finance,2023-07-01,39.0
1755,orbiter-finance,2023-08-01,285.0
1756,orbiter-finance,2023-09-01,479.0
1757,orbiter-finance,2023-10-01,2336.0
1758,orbiter-finance,2023-11-01,942.0
1759,overnight,2022-08-01,111.0
1760,overnight,2022-09-01,1425.0
1761,overnight,2022-10-01,3799.0
1762,overnight,2022-11-01,3126.0
1763,overnight,2022-12-01,3128.0
1764,overnight,2023-01-01,5649.0
1765,overnight,2023-02-01,11500.0
1766,overnight,2023-03-01,14709.0
1767,overnight,2023-04-01,9034.0
1768,overnight,2023-05-01,4359.0
1769,overnight,2023-06-01,8314.0
1770,overnight,2023-07-01,11432.0
1771,overnight,2023-08-01,8829.0
1772,overnight,2023-09-01,1987.0
1773,overnight,2023-10-01,4863.0
1774,overnight,2023-11-01,1128.0
1775,paraswap,2022-04-01,1.0
1776,paraswap,2022-07-01,34.0
1777,paraswap,2022-08-01,1389.0
1778,paraswap,2022-09-01,2932.0
1779,paraswap,2022-10-01,3283.0
1780,paraswap,2022-11-01,27.0
1781,paraswap,2022-12-01,652.0
1782,paraswap,2023-01-01,7548.0
1783,paraswap,2023-02-01,14069.0
1784,paraswap,2023-03-01,15198.0
1785,paraswap,2023-04-01,14529.0
1786,paraswap,2023-05-01,11609.0
1787,paraswap,2023-06-01,22167.0
1788,paraswap,2023-07-01,23157.0
1789,paraswap,2023-08-01,11816.0
1790,paraswap,2023-09-01,48106.0
1791,paraswap,2023-10-01,16545.0
1792,paraswap,2023-11-01,2444.0
1793,pendle-finance,2023-03-01,12.0
1794,pendle-finance,2023-08-01,38.0
1795,pendle-finance,2023-09-01,21.0
1796,pendle-finance,2023-10-01,6.0
1797,pendle-finance,2023-11-01,2.0
1798,perpetual-protocol,2021-11-01,7152.0
1799,perpetual-protocol,2021-12-01,53477.0
1800,perpetual-protocol,2022-01-01,189071.0
1801,perpetual-protocol,2022-02-01,360425.0
1802,perpetual-protocol,2022-03-01,668123.0
1803,perpetual-protocol,2022-04-01,835541.0
1804,perpetual-protocol,2022-05-01,1265323.0
1805,perpetual-protocol,2022-06-01,894369.0
1806,perpetual-protocol,2022-07-01,738868.0
1807,perpetual-protocol,2022-08-01,575248.0
1808,perpetual-protocol,2022-09-01,545967.0
1809,perpetual-protocol,2022-10-01,429181.0
1810,perpetual-protocol,2022-11-01,740483.0
1811,perpetual-protocol,2022-12-01,752140.0
1812,perpetual-protocol,2023-01-01,1110345.0
1813,perpetual-protocol,2023-02-01,577457.0
1814,perpetual-protocol,2023-03-01,645588.0
1815,perpetual-protocol,2023-04-01,418423.0
1816,perpetual-protocol,2023-05-01,221241.0
1817,perpetual-protocol,2023-06-01,358041.0
1818,perpetual-protocol,2023-07-01,260654.0
1819,perpetual-protocol,2023-08-01,220734.0
1820,perpetual-protocol,2023-09-01,261061.0
1821,perpetual-protocol,2023-10-01,181113.0
1822,perpetual-protocol,2023-11-01,22576.0
1823,pheasant-network,2023-09-01,59.0
1824,pheasant-network,2023-10-01,54.0
1825,pheasant-network,2023-11-01,43.0
1826,pickle-finance,2022-01-01,34.0
1827,pickle-finance,2022-02-01,45.0
1828,pickle-finance,2022-03-01,43.0
1829,pickle-finance,2022-04-01,108.0
1830,pickle-finance,2022-05-01,98.0
1831,pickle-finance,2022-06-01,256.0
1832,pickle-finance,2022-07-01,908.0
1833,pickle-finance,2022-08-01,1952.0
1834,pickle-finance,2022-09-01,8411.0
1835,pickle-finance,2022-10-01,5336.0
1836,pickle-finance,2022-11-01,4529.0
1837,pickle-finance,2022-12-01,3194.0
1838,pickle-finance,2023-01-01,3955.0
1839,pickle-finance,2023-02-01,4735.0
1840,pickle-finance,2023-03-01,5020.0
1841,pickle-finance,2023-04-01,2304.0
1842,pickle-finance,2023-05-01,913.0
1843,pickle-finance,2023-06-01,1437.0
1844,pickle-finance,2023-07-01,777.0
1845,pickle-finance,2023-08-01,655.0
1846,pickle-finance,2023-09-01,480.0
1847,pickle-finance,2023-10-01,286.0
1848,pickle-finance,2023-11-01,47.0
1849,pika-protocol,2021-11-01,883.0
1850,pika-protocol,2021-12-01,3355.0
1851,pika-protocol,2022-01-01,2228.0
1852,pika-protocol,2022-02-01,10784.0
1853,pika-protocol,2022-03-01,18748.0
1854,pika-protocol,2022-04-01,22551.0
1855,pika-protocol,2022-05-01,38409.0
1856,pika-protocol,2022-06-01,33129.0
1857,pika-protocol,2022-07-01,19957.0
1858,pika-protocol,2022-08-01,30744.0
1859,pika-protocol,2022-09-01,110225.0
1860,pika-protocol,2022-10-01,207033.0
1861,pika-protocol,2022-11-01,402288.0
1862,pika-protocol,2022-12-01,766885.0
1863,pika-protocol,2023-01-01,562490.0
1864,pika-protocol,2023-02-01,67044.0
1865,pika-protocol,2023-03-01,55845.0
1866,pika-protocol,2023-04-01,46162.0
1867,pika-protocol,2023-05-01,38863.0
1868,pika-protocol,2023-06-01,56701.0
1869,pika-protocol,2023-07-01,33236.0
1870,pika-protocol,2023-08-01,33557.0
1871,pika-protocol,2023-09-01,22518.0
1872,pika-protocol,2023-10-01,30129.0
1873,pika-protocol,2023-11-01,5913.0
1874,pin-save-dpytdao,2023-10-01,1.0
1875,polynomial-protocol,2022-03-01,475.0
1876,polynomial-protocol,2022-04-01,1964.0
1877,polynomial-protocol,2022-05-01,5992.0
1878,polynomial-protocol,2022-06-01,4742.0
1879,polynomial-protocol,2022-07-01,1175.0
1880,polynomial-protocol,2022-08-01,4172.0
1881,polynomial-protocol,2022-09-01,15866.0
1882,polynomial-protocol,2022-10-01,28810.0
1883,polynomial-protocol,2022-11-01,30824.0
1884,polynomial-protocol,2022-12-01,44355.0
1885,polynomial-protocol,2023-01-01,35279.0
1886,polynomial-protocol,2023-02-01,2896.0
1887,polynomial-protocol,2023-03-01,7769.0
1888,polynomial-protocol,2023-04-01,6505.0
1889,polynomial-protocol,2023-05-01,4303.0
1890,polynomial-protocol,2023-06-01,1130.0
1891,polynomial-protocol,2023-07-01,3412.0
1892,polynomial-protocol,2023-08-01,1400.0
1893,polynomial-protocol,2023-09-01,601.0
1894,polynomial-protocol,2023-10-01,506.0
1895,polynomial-protocol,2023-11-01,221.0
1896,pool-together,2022-06-01,1.0
1897,pool-together,2022-07-01,10570.0
1898,pool-together,2022-08-01,15779.0
1899,pool-together,2022-09-01,32836.0
1900,pool-together,2022-10-01,74526.0
1901,pool-together,2022-11-01,140063.0
1902,pool-together,2022-12-01,287183.0
1903,pool-together,2023-01-01,197195.0
1904,pool-together,2023-02-01,48249.0
1905,pool-together,2023-03-01,34059.0
1906,pool-together,2023-04-01,13624.0
1907,pool-together,2023-05-01,4107.0
1908,pool-together,2023-06-01,8889.0
1909,pool-together,2023-07-01,7500.0
1910,pool-together,2023-08-01,3228.0
1911,pool-together,2023-09-01,4842.0
1912,pool-together,2023-10-01,3423.0
1913,pool-together,2023-11-01,363.0
1914,premiafinance,2022-07-01,11.0
1915,premiafinance,2022-08-01,1588.0
1916,premiafinance,2022-09-01,1787.0
